RiskType	Bucket	Label1	Label2	Parameter
Calib_Commodity_CorrOuter		4	9	0.19
Calib_Commodity_CorrOuter		4	10	0.22
Calib_Commodity_CorrOuter		4	11	0.28
Calib_Commodity_CorrOuter		4	12	0.31
Calib_Commodity_CorrOuter		4	13	0.13
Calib_Commodity_CorrOuter		4	14	0.22
Calib_Commodity_CorrOuter		4	15	0.11
Calib_Commodity_CorrOuter		4	16	0
Calib_Commodity_CorrOuter		4	17	0.48
Calib_Commodity_CorrOuter		5	1	0.16
Calib_Commodity_CorrOuter		5	2	0.89
Calib_Commodity_CorrOuter		5	3	0.69
Calib_Commodity_CorrOuter		5	4	0.83
Calib_Commodity_CorrOuter		5	6	0.12
Calib_Commodity_CorrOuter		5	7	0.14
Calib_Commodity_CorrOuter		5	8	0.0
Calib_Commodity_CorrOuter		5	9	0.06
Calib_Commodity_CorrOuter		5	10	0.1
Calib_Commodity_CorrOuter		5	11	0.24
Calib_Commodity_CorrOuter		5	12	0.2
Calib_Commodity_CorrOuter		5	13	0.06
Calib_Commodity_CorrOuter		5	14	0.2
Calib_Commodity_CorrOuter		5	15	0.09
Calib_Commodity_CorrOuter		5	16	0
Calib_Commodity_CorrOuter		5	17	0.49
Calib_Commodity_CorrOuter		6	1	0.03
Calib_Commodity_CorrOuter		6	2	0.34
Calib_Commodity_CorrOuter		6	3	0.15
Calib_Commodity_CorrOuter		6	4	0.3
Calib_Commodity_CorrOuter		6	5	0.12
Calib_Commodity_CorrOuter		6	7	0.25
Calib_Commodity_CorrOuter		6	8	0.58
Calib_Commodity_CorrOuter		6	9	0.21
Calib_Commodity_CorrOuter		6	10	0.14
Calib_Commodity_CorrOuter		6	11	0.23
Calib_Commodity_CorrOuter		6	12	0.15
Calib_Commodity_CorrOuter		6	13	0.25
Calib_Commodity_CorrOuter		6	14	0.15
Calib_Commodity_CorrOuter		6	15	0.12
Calib_Commodity_CorrOuter		6	16	0
Calib_Commodity_CorrOuter		6	17	0.37
Calib_Commodity_CorrOuter		7	1	0.11
Calib_Commodity_CorrOuter		7	2	0.23
Calib_Commodity_CorrOuter		7	3	0.22
Calib_Commodity_CorrOuter		7	4	0.26
Calib_Commodity_CorrOuter		7	5	0.14
Calib_Commodity_CorrOuter		7	6	0.25
Calib_Commodity_CorrOuter		7	8	0.19
Calib_Commodity_CorrOuter		7	9	0.64
Calib_Commodity_CorrOuter		7	10	0.19
Calib_Commodity_CorrOuter		7	11	0.03
Calib_Commodity_CorrOuter		7	12	-0.03
Calib_Commodity_CorrOuter		7	13	0.04
Calib_Commodity_CorrOuter		7	14	0.05
Calib_Commodity_CorrOuter		7	15	0.06
Calib_Commodity_CorrOuter		7	16	0
Calib_Commodity_CorrOuter		7	17	0.17
Calib_Commodity_CorrOuter		8	1	0.02
Calib_Commodity_CorrOuter		8	2	0.16
Calib_Commodity_CorrOuter		8	3	0.08
Calib_Commodity_CorrOuter		8	4	0.07
Calib_Commodity_CorrOuter		8	5	0.0
Calib_Commodity_CorrOuter		8	6	0.58
Calib_Commodity_CorrOuter		8	7	0.19
Calib_Commodity_CorrOuter		8	9	0.17
Calib_Commodity_CorrOuter		8	10	-0.01
Calib_Commodity_CorrOuter		8	11	0.08
Calib_Commodity_CorrOuter		8	12	0.01
Calib_Commodity_CorrOuter		8	13	0.11
Calib_Commodity_CorrOuter		8	14	0.08
Calib_Commodity_CorrOuter		8	15	0.08
Calib_Commodity_CorrOuter		8	16	0
Calib_Commodity_CorrOuter		8	17	0.15
Calib_Commodity_CorrOuter		9	1	0.12
Calib_Commodity_CorrOuter		9	2	0.22
Calib_Commodity_CorrOuter		9	3	0.14
Calib_Commodity_CorrOuter		9	4	0.19
Calib_Commodity_CorrOuter		9	5	0.06
Calib_Commodity_CorrOuter		9	6	0.21
Calib_Commodity_CorrOuter		9	7	0.64
Calib_Commodity_CorrOuter		9	8	0.17
Calib_Commodity_CorrOuter		9	10	0.1
Calib_Commodity_CorrOuter		9	11	0.05
Calib_Commodity_CorrOuter		9	12	-0.04
Calib_Commodity_CorrOuter		9	13	0.05
Calib_Commodity_CorrOuter		9	14	0.03
Calib_Commodity_CorrOuter		9	15	0.05
Calib_Commodity_CorrOuter		9	16	0
Calib_Commodity_CorrOuter		9	17	0.17
Calib_Commodity_CorrOuter		10	1	0.15
Calib_Commodity_CorrOuter		10	2	0.26
Calib_Commodity_CorrOuter		10	3	0.16
Calib_Commodity_CorrOuter		10	4	0.22
Calib_Commodity_CorrOuter		10	5	0.1
Calib_Commodity_CorrOuter		10	6	0.14
Calib_Commodity_CorrOuter		10	7	0.19
Calib_Commodity_CorrOuter		10	8	-0.01
Calib_Commodity_CorrOuter		10	9	0.1
Calib_Commodity_CorrOuter		10	11	0.12
Calib_Commodity_CorrOuter		10	12	0.13
Calib_Commodity_CorrOuter		10	13	0.12
Calib_Commodity_CorrOuter		10	14	0.1
Calib_Commodity_CorrOuter		10	15	0.12
Calib_Commodity_CorrOuter		10	16	0
Calib_Commodity_CorrOuter		10	17	0.17
Calib_Commodity_CorrOuter		11	1	0.15
Calib_Commodity_CorrOuter		11	2	0.31
Calib_Commodity_CorrOuter		11	3	0.21
Calib_Commodity_CorrOuter		11	4	0.28
Calib_Commodity_CorrOuter		11	5	0.24
Calib_Commodity_CorrOuter		11	6	0.23
Calib_Commodity_CorrOuter		11	7	0.03
Calib_Commodity_CorrOuter		11	8	0.08
Calib_Commodity_CorrOuter		11	9	0.05
Calib_Commodity_CorrOuter		11	10	0.12
Calib_Commodity_CorrOuter		11	12	0.34
Calib_Commodity_CorrOuter		11	13	0.23
Calib_Commodity_CorrOuter		11	14	0.17
Calib_Commodity_CorrOuter		11	15	0.14
Calib_Commodity_CorrOuter		11	16	0
Calib_Commodity_CorrOuter		11	17	0.3
Calib_Commodity_CorrOuter		12	1	0.06
Calib_Commodity_CorrOuter		12	2	0.32
Calib_Commodity_CorrOuter		12	3	0.15
Calib_Commodity_CorrOuter		12	4	0.31
Calib_Commodity_CorrOuter		12	5	0.2
Calib_Commodity_CorrOuter		12	6	0.15
Calib_Commodity_CorrOuter		12	7	-0.03
Calib_Commodity_CorrOuter		12	8	0.01
Calib_Commodity_CorrOuter		12	9	-0.04
Calib_Commodity_CorrOuter		12	10	0.13
Calib_Commodity_CorrOuter		12	11	0.34
Calib_Commodity_CorrOuter		12	13	0.15
Calib_Commodity_CorrOuter		12	14	0.19
Calib_Commodity_CorrOuter		12	15	0.11
Calib_Commodity_CorrOuter		12	16	0
Calib_Commodity_CorrOuter		12	17	0.27
Calib_Commodity_CorrOuter		13	1	0.0
Calib_Commodity_CorrOuter		13	2	0.22
Calib_Commodity_CorrOuter		13	3	-0.03
Calib_Commodity_CorrOuter		13	4	0.13
Calib_Commodity_CorrOuter		13	5	0.06
Calib_Commodity_CorrOuter		13	6	0.25
Calib_Commodity_CorrOuter		13	7	0.04
Calib_Commodity_CorrOuter		13	8	0.11
Calib_Commodity_CorrOuter		13	9	0.05
Calib_Commodity_CorrOuter		13	10	0.12
Calib_Commodity_CorrOuter		13	11	0.23
Calib_Commodity_CorrOuter		13	12	0.15
Calib_Commodity_CorrOuter		13	14	0.26
Calib_Commodity_CorrOuter		13	15	0.14
Calib_Commodity_CorrOuter		13	16	0
Calib_Commodity_CorrOuter		13	17	0.26
Calib_Commodity_CorrOuter		14	1	0.04
Calib_Commodity_CorrOuter		14	2	0.25
Calib_Commodity_CorrOuter		14	3	0.16
Calib_Commodity_CorrOuter		14	4	0.22
Calib_Commodity_CorrOuter		14	5	0.2
Calib_Commodity_CorrOuter		14	6	0.15
Calib_Commodity_CorrOuter		14	7	0.05
Calib_Commodity_CorrOuter		14	8	0.08
Calib_Commodity_CorrOuter		14	9	0.03
Calib_Commodity_CorrOuter		14	10	0.1
Calib_Commodity_CorrOuter		14	11	0.17
Calib_Commodity_CorrOuter		14	12	0.19
Calib_Commodity_CorrOuter		14	13	0.26
Calib_Commodity_CorrOuter		14	15	0.1
Calib_Commodity_CorrOuter		14	16	0
Calib_Commodity_CorrOuter		14	17	0.22
Calib_Commodity_CorrOuter		15	1	0.06
Calib_Commodity_CorrOuter		15	2	0.19
Calib_Commodity_CorrOuter		15	3	0.14
Calib_Commodity_CorrOuter		15	4	0.11
Calib_Commodity_CorrOuter		15	5	0.09
Calib_Commodity_CorrOuter		15	6	0.12
Calib_Commodity_CorrOuter		15	7	0.06
Calib_Commodity_CorrOuter		15	8	0.08
Calib_Commodity_CorrOuter		15	9	0.05
Calib_Commodity_CorrOuter		15	10	0.12
Calib_Commodity_CorrOuter		15	11	0.14
Calib_Commodity_CorrOuter		15	12	0.11
Calib_Commodity_CorrOuter		15	13	0.14
Calib_Commodity_CorrOuter		15	14	0.1
Calib_Commodity_CorrOuter		15	16	0
Calib_Commodity_CorrOuter		15	17	0.2
Calib_Commodity_CorrOuter		16	1	0
Calib_Commodity_CorrOuter		16	2	0
Calib_Commodity_CorrOuter		16	3	0
Calib_Commodity_CorrOuter		16	4	0
Calib_Commodity_CorrOuter		16	5	0
Calib_Commodity_CorrOuter		16	6	0
Calib_Commodity_CorrOuter		16	7	0
Calib_Commodity_CorrOuter		16	8	0
Calib_Commodity_CorrOuter		16	9	0
Calib_Commodity_CorrOuter		16	10	0
Calib_Commodity_CorrOuter		16	11	0
Calib_Commodity_CorrOuter		16	12	0
Calib_Commodity_CorrOuter		16	13	0
Calib_Commodity_CorrOuter		16	14	0
Calib_Commodity_CorrOuter		16	15	0
Calib_Commodity_CorrOuter		16	17	0
Calib_Commodity_CorrOuter		17	1	0.11
Calib_Commodity_CorrOuter		17	2	0.57
Calib_Commodity_CorrOuter		17	3	0.42
Calib_Commodity_CorrOuter		17	4	0.48
Calib_Commodity_CorrOuter		17	5	0.49
Calib_Commodity_CorrOuter		17	6	0.37
Calib_Commodity_CorrOuter		17	7	0.17
Calib_Commodity_CorrOuter		17	8	0.15
Calib_Commodity_CorrOuter		17	9	0.17
Calib_Commodity_CorrOuter		17	10	0.17
Calib_Commodity_CorrOuter		17	11	0.3
Calib_Commodity_CorrOuter		17	12	0.27
Calib_Commodity_CorrOuter		17	13	0.26
Calib_Commodity_CorrOuter		17	14	0.22
Calib_Commodity_CorrOuter		17	15	0.2
Calib_Commodity_CorrOuter		17	16	0
Calib_FX_Weight		2	2	7.5
Calib_FX_Weight		2	1	7.5
Calib_FX_Weight		1	2	7.5
Calib_FX_Weight		1	1	7.5
Calib_FXVol_HVR				0.58
Calib_FXVol_Weight				0.3
Calib_FX_Corr	1	2	2	0.5
Calib_FX_Corr	1	2	1	0.5
Calib_FX_Corr	1	1	2	0.5
Calib_FX_Corr	1	1	1	0.5
Calib_FX_Corr	2	2	2	0.5
Calib_FX_Corr	2	2	1	0.5
Calib_FX_Corr	2	1	2	0.5
Calib_FX_Corr	2	1	1	0.5
Calib_FXVol_Corr				0.5
Calib_RiskClass_Corr		IR	FX	0.18
Calib_RiskClass_Corr		IR	Equity	0.31
Calib_RiskClass_Corr		IR	CreditQ	0.29
Calib_RiskClass_Corr		IR	CreditNonQ	0.28
Calib_RiskClass_Corr		IR	Commodity	0.35
Calib_RiskClass_Corr		FX	IR	0.18
Calib_RiskClass_Corr		FX	Equity	0.3
Calib_RiskClass_Corr		FX	CreditQ	0.35
Calib_RiskClass_Corr		FX	CreditNonQ	0.18
Calib_RiskClass_Corr		FX	Commodity	0.31
Calib_RiskClass_Corr		Equity	IR	0.31
Calib_RiskClass_Corr		Equity	FX	0.3
Calib_RiskClass_Corr		Equity	CreditQ	0.61
Calib_RiskClass_Corr		Equity	CreditNonQ	0.47
Calib_RiskClass_Corr		Equity	Commodity	0.47
Calib_RiskClass_Corr		CreditQ	IR	0.29
Calib_RiskClass_Corr		CreditQ	FX	0.35
Calib_RiskClass_Corr		CreditQ	Equity	0.61
Calib_RiskClass_Corr		CreditQ	CreditNonQ	0.51
Calib_RiskClass_Corr		CreditQ	Commodity	0.43
Calib_RiskClass_Corr		CreditNonQ	IR	0.28
Calib_RiskClass_Corr		CreditNonQ	FX	0.18
Calib_RiskClass_Corr		CreditNonQ	Equity	0.47
Calib_RiskClass_Corr		CreditNonQ	CreditQ	0.51
Calib_RiskClass_Corr		CreditNonQ	Commodity	0.34
Calib_RiskClass_Corr		Commodity	IR	0.35
Calib_RiskClass_Corr		Commodity	FX	0.31
Calib_RiskClass_Corr		Commodity	Equity	0.47
Calib_RiskClass_Corr		Commodity	CreditQ	0.43
Calib_RiskClass_Corr		Commodity	CreditNonQ	0.34
Info_IRCurve_CurrencyList	1			USD
Info_IRCurve_CurrencyList	1			EUR
Info_IRCurve_CurrencyList	1			GBP
Info_IRCurve_CurrencyList	1			AUD
Info_IRCurve_CurrencyList	1			CAD
Info_IRCurve_CurrencyList	1			CHF
Info_IRCurve_CurrencyList	1			DKK
Info_IRCurve_CurrencyList	1			HKD
Info_IRCurve_CurrencyList	1			KRW
Info_IRCurve_CurrencyList	1			NOK
Info_IRCurve_CurrencyList	1			NZD
Info_IRCurve_CurrencyList	1			SEK
Info_IRCurve_CurrencyList	1			SGD
Info_IRCurve_CurrencyList	1			TWD
Info_IRCurve_CurrencyList	2			JPY
Info_IRCurve_CurrencyList	3			Other
Info_FX_CurrencyList	2			Other
Calib_IRCurve_Conc	1			31
Calib_IRCurve_Conc	2			220
Calib_IRCurve_Conc	3			41
Calib_IRCurve_Conc	4			99
Calib_CreditQ_Conc	1			0.95
Calib_CreditQ_Conc	2			0.18
Calib_CreditQ_Conc	3			0.18
Calib_CreditQ_Conc	4			0.18
Calib_CreditQ_Conc	5			0.18
Calib_CreditQ_Conc	6			0.18
Calib_CreditQ_Conc	7			0.95
Calib_CreditQ_Conc	8			0.18
Calib_CreditQ_Conc	9			0.18
Calib_CreditQ_Conc	10			0.18
Calib_CreditQ_Conc	11			0.18
Calib_CreditQ_Conc	12			0.18
Calib_CreditQ_Conc	Residual			0.18
Calib_CreditNonQ_Conc	1			9.5
Calib_CreditNonQ_Conc	2			0.5
Calib_CreditNonQ_Conc	Residual			0.5
Calib_Equity_Conc	1			7.3
Calib_Equity_Conc	2			7.3
Calib_Equity_Conc	3			7.3
Calib_Equity_Conc	4			7.3
Calib_Equity_Conc	5			30
Calib_Equity_Conc	6			30
Calib_Equity_Conc	7			30
Calib_Equity_Conc	8			30
Calib_Equity_Conc	9			2.4
Calib_Equity_Conc	10			2.4
Calib_Equity_Conc	11			1400
Calib_Equity_Conc	12			1400
Calib_Equity_Conc	Residual			2.4
Calib_Commodity_Conc	1			310
Calib_Commodity_Conc	2			1700
Calib_Commodity_Conc	3			1300
Calib_Commodity_Conc	4			1300
Calib_Commodity_Conc	5			1300
Calib_Commodity_Conc	6			2800
Calib_Commodity_Conc	7			2800
Calib_Commodity_Conc	8			2200
Calib_Commodity_Conc	9			2200
Calib_Commodity_Conc	10			52
Calib_Commodity_Conc	11			490
Calib_Commodity_Conc	12			1300
Calib_Commodity_Conc	13			73
Calib_Commodity_Conc	14			73
Calib_Commodity_Conc	15			73
Calib_Commodity_Conc	16			52
Calib_Commodity_Conc	17			4000
Calib_FX_Conc	1			8900
Calib_FX_Conc	2			2000
Calib_FX_Conc	3			250
Calib_IRVol_Conc	1			93
Calib_IRVol_Conc	2			2400
Calib_IRVol_Conc	3			240
Calib_IRVol_Conc	4			740
Calib_CreditVol_Conc				240
Calib_CreditVolNonQ_Conc				56
Calib_EquityVol_Conc	1			140
Calib_EquityVol_Conc	2			140
Calib_EquityVol_Conc	3			140
Calib_EquityVol_Conc	4			140
Calib_EquityVol_Conc	5			1600
Calib_EquityVol_Conc	6			1600
Calib_EquityVol_Conc	7			1600
Calib_EquityVol_Conc	8			1600
Calib_EquityVol_Conc	9			38
Calib_EquityVol_Conc	10			240
Calib_EquityVol_Conc	11			9800
Calib_EquityVol_Conc	12			9800
Calib_EquityVol_Conc	Residual			38
Calib_CommodityVol_Conc	1			130
Calib_CommodityVol_Conc	2			1700
Calib_CommodityVol_Conc	3			290
Calib_CommodityVol_Conc	4			290
Calib_CommodityVol_Conc	5			290
Calib_CommodityVol_Conc	6			2300
Calib_CommodityVol_Conc	7			2300
Calib_CommodityVol_Conc	8			800
Calib_CommodityVol_Conc	9			800
Calib_CommodityVol_Conc	10			74
Calib_CommodityVol_Conc	11			420
Calib_CommodityVol_Conc	12			700
Calib_CommodityVol_Conc	13			560
Calib_CommodityVol_Conc	14			560
Calib_CommodityVol_Conc	15			560
Calib_CommodityVol_Conc	16			74
Calib_CommodityVol_Conc	17			300
Calib_FXVol_Conc		1	1	3900
Calib_FXVol_Conc		1	2	1400
Calib_FXVol_Conc		1	3	640
Calib_FXVol_Conc		2	1	1400
Calib_FXVol_Conc		2	2	690
Calib_FXVol_Conc		2	3	440
Calib_FXVol_Conc		3	1	640
Calib_FXVol_Conc		3	2	440
Calib_FXVol_Conc		3	3	280
Info_IR_Conc_CurrencyList	1			Other
Info_IR_Conc_CurrencyList	2			USD
Info_IR_Conc_CurrencyList	2			EUR
Info_IR_Conc_CurrencyList	2			GBP
Info_IR_Conc_CurrencyList	3			AUD
Info_IR_Conc_CurrencyList	3			CAD
Info_IR_Conc_CurrencyList	3			CHF
Info_IR_Conc_CurrencyList	3			DKK
Info_IR_Conc_CurrencyList	3			HKD
Info_IR_Conc_CurrencyList	3			KRW
Info_IR_Conc_CurrencyList	3			NOK
Info_IR_Conc_CurrencyList	3			NZD
Info_IR_Conc_CurrencyList	3			SEK
Info_IR_Conc_CurrencyList	3			SGD
Info_IR_Conc_CurrencyList	3			TWD
Info_IR_Conc_CurrencyList	4			JPY
Info_FX_Conc_CurrencyList	1			USD
Info_FX_Conc_CurrencyList	1			EUR
Info_FX_Conc_CurrencyList	1			JPY
Info_FX_Conc_CurrencyList	1			GBP
Info_FX_Conc_CurrencyList	1			AUD
Info_FX_Conc_CurrencyList	1			CHF
Info_FX_Conc_CurrencyList	1			CAD
Info_FX_Conc_CurrencyList	2			BRL
Info_FX_Conc_CurrencyList	2			CNY
Info_FX_Conc_CurrencyList	2			HKD
Info_FX_Conc_CurrencyList	2			INR
Info_FX_Conc_CurrencyList	2			KRW
Info_FX_Conc_CurrencyList	2			MXN
Info_FX_Conc_CurrencyList	2			NOK
Info_FX_Conc_CurrencyList	2			NZD
Info_FX_Conc_CurrencyList	2			RUB
Info_FX_Conc_CurrencyList	2			SEK
Info_FX_Conc_CurrencyList	2			SGD
Info_FX_Conc_CurrencyList	2			TRY
Info_FX_Conc_CurrencyList	2			ZAR
Info_FX_Conc_CurrencyList	3			Other
